Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Organism Part]	Term Source 2 REF	Term Source 2 Accession	Protocol REF	Protocol REF	Protocol REF	Assay Name	Experimental Condition [stretch duration]	Experimental Condition [ Nocodazole or DMSO]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Annotation Comments]	Dataset Name	Image File	Comment [Image File Path]	Comment [Image File Comments]	Comment [Image File Type]	Channels	Protocol REF	Processed Data File
ExperimentB_No12_Noc_19_1h__044.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__044.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__044.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__045.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__045.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__045.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__046.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__046.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__046.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__047.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__047.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__047.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__048.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__048.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__048.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__049.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__049.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__049.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__050.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__050.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__050.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__051.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__051.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__051.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__052.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__052.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__052.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__053.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__053.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__053.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__054.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__054.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__054.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__055.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__055.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__055.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No12_Noc_19_1h__056.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No12_Noc_19_1h__056.czi	1h	Nocodazole				Chamber_19	ExperimentB_No12_Noc_19_1h__056.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__001.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__001.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__001.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__002.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__002.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__002.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__003.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__003.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__003.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__004.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__004.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__004.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__005.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__005.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__005.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__006.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__006.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__006.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__007.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__007.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__007.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__008.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__008.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__008.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__009.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__009.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__009.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__010.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__010.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__010.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__011.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__011.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__011.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__012.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__012.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__012.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__013.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__013.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__013.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__014.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__014.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__014.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__015.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__015.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__015.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__016.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__016.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__016.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__017.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__017.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__017.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__018.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__018.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__018.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__019.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__019.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__019.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__020.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__020.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__020.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__021.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__021.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__021.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__022.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__022.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__022.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__023.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__023.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__023.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__024.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__024.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__024.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__025.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__025.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__025.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__026.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__026.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__026.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__027.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__027.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__027.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__028.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__028.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__028.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__029.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__029.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__029.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__030.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__030.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__030.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No13_DMSO_07_1h_40然ol__031.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No13_DMSO_07_1h_40然ol__031.czi	1h	DMSO				Chamber_7	ExperimentB_No13_DMSO_07_1h_40然ol__031.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__001.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__001.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__001.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__002.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__002.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__002.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__003.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__003.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__003.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__004.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__004.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__004.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__005.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__005.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__005.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__006.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__006.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__006.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__007.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__007.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__007.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__008.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__008.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__008.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__009.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__009.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__009.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__010.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__010.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__010.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__011.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__011.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__011.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__012.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__012.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__012.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__013.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__013.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__013.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__014.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__014.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__014.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__015.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__015.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__015.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
ExperimentB_No14_DMSO_08_1h_40然ol__016.czi	Homo Sapiens	NCDITaxon		umbilical cord	EFO		growth protocol	treatment protocol	image acquisition and feature extraction protocol	ExperimentB_No14_DMSO_08_1h_40然ol__016.czi	1h	DMSO				Chamber_8	ExperimentB_No14_DMSO_08_1h_40然ol__016.czi	ImagesOfExperimentA	(XYZC) = 1488 x 1488 x 1 x 3	raw	Ch1: Actin, Ch2: Cell, Ch3: Microtubules		
